"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1160","Invalid Credentials Notification","tests","Fri Dec 26 15:44:11 UTC 2025","passed","Fri Dec 26 15:44:12 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","638","Empty fields validation","tests","Fri Dec 26 15:43:36 UTC 2025","passed","Fri Dec 26 15:43:37 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","612","Empty fields validation","tests","Fri Dec 26 15:43:57 UTC 2025","passed","Fri Dec 26 15:43:58 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","646","Wrong format fields validation","tests","Fri Dec 26 15:44:14 UTC 2025","passed","Fri Dec 26 15:44:14 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","647","Empty fields validation","tests","Fri Dec 26 15:44:09 UTC 2025","passed","Fri Dec 26 15:44:10 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","621","Wrong format fields validation","tests","Fri Dec 26 15:43:44 UTC 2025","passed","Fri Dec 26 15:43:45 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test that the workflows page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the workflows page
        2. Essential elements are visible
        ","1659","Workflows Page Load","tests","Fri Dec 26 15:43:47 UTC 2025","passed","Fri Dec 26 15:43:48 UTC 2025","TestWorkflowsPage","test_workflows_page","",""
"
        Test successful login process.

        This test verifies that:
        1. User can navigate to the application
        2. User can perform login with valid credentials
        3. Login is successful and user is redirected to workflows page
        ","1881","Successful Login","tests","Fri Dec 26 15:43:33 UTC 2025","passed","Fri Dec 26 15:43:35 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test that the links page loads and displays correct headers.

        This test verifies that:
        1. User can navigate to the links page
        2. Table headers are correct
        ","1451","Links Page Load","tests","Fri Dec 26 15:43:25 UTC 2025","passed","Fri Dec 26 15:43:27 UTC 2025","TestLinksPage","test_links_page","",""
"
        Test that the login page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. Essential elements (email, password, sign-in button) are visible
        ","13","Login Page Load","tests","Fri Dec 26 15:43:32 UTC 2025","passed","Fri Dec 26 15:43:32 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test the flow of generating a link and verifying it appears in the Links page.

        This test verifies that:
        1. User can generate a natural person link
        2. The link appears in the Links page table
        ","4934","Generate Link Functional Flow","tests","Fri Dec 26 15:43:51 UTC 2025","passed","Fri Dec 26 15:43:56 UTC 2025","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search options are correctly displayed.

        This test verifies that:
        1. Default search option is Name
        2. All search options are available in the dropdown
        ","1548","Search Options Visibility","tests","Fri Dec 26 15:43:27 UTC 2025","passed","Fri Dec 26 15:43:29 UTC 2025","TestLinksPage","test_links_page","",""
"
        Test that filter popover and its elements are correctly displayed.

        This test verifies that:
        1. Filter button opens the popover
        2. Filter fields are visible
        3. Profile type options are correct
        ","1747","Filter Popover Visibility","tests","Fri Dec 26 15:43:29 UTC 2025","passed","Fri Dec 26 15:43:31 UTC 2025","TestLinksPage","test_links_page","",""
"
        Test the flow of generating a link and verifying it appears in the Links page.

        This test verifies that:
        1. User can generate a natural person link
        2. The link appears in the Links page table
        ","5796","Generate Link Functional Flow","tests","Fri Dec 26 15:44:02 UTC 2025","passed","Fri Dec 26 15:44:08 UTC 2025","TestWorkflowsPage","test_workflows_page","",""
