"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test that search filters links correctly by Email.
        ","1767","Search by Email","tests","Sat Feb 07 18:01:00 UTC 2026","passed","Sat Feb 07 18:01:02 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that 'Hide Expired Links' toggle correctly hides/shows expired links.
        Uses Playwright's clock to simulate time passing.
        ","2754","Hide Expired Links Toggle","tests","Sat Feb 07 18:01:34 UTC 2026","passed","Sat Feb 07 18:01:36 UTC 2026","TestLinksPage","test_links_page","",""
"Ensure the hide/show button toggles the input ``type`` attribute.","172","Password visibility toggle works","tests","Sat Feb 07 18:03:08 UTC 2026","passed","Sat Feb 07 18:03:08 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that the workflows page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the workflows page
        2. Essential elements are visible
        ","928","Workflows Page Load","tests","Sat Feb 07 18:02:04 UTC 2026","passed","Sat Feb 07 18:02:05 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","474","Wrong format fields validation","tests","Sat Feb 07 18:01:51 UTC 2026","passed","Sat Feb 07 18:01:51 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that the login page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. Essential elements (email, password, sign-in button) are visible
        ","51","Login Page Load","tests","Sat Feb 07 18:01:38 UTC 2026","passed","Sat Feb 07 18:01:38 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2922","Invalid Deadline Date Validation","tests","Sat Feb 07 18:03:18 UTC 2026","passed","Sat Feb 07 18:03:21 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2867","Invalid Email Format Validation","tests","Sat Feb 07 18:04:04 UTC 2026","passed","Sat Feb 07 18:04:07 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","1839","Search by Partial Email","tests","Sat Feb 07 18:01:06 UTC 2026","passed","Sat Feb 07 18:01:08 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","511","Empty fields validation","tests","Sat Feb 07 18:02:59 UTC 2026","passed","Sat Feb 07 18:03:00 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Partial Name.
        Verifies that ALL result rows contain the partial text in the relevant column.
        ","1074","Search by Partial Name","tests","Sat Feb 07 18:02:37 UTC 2026","passed","Sat Feb 07 18:02:38 UTC 2026","TestLinksPage","test_links_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","174","Required fields validation","tests","Sat Feb 07 18:03:50 UTC 2026","passed","Sat Feb 07 18:03:50 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1376","Invalid Credentials Notification","tests","Sat Feb 07 18:01:44 UTC 2026","passed","Sat Feb 07 18:01:46 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","166","Password rules validation","tests","Sat Feb 07 18:03:44 UTC 2026","passed","Sat Feb 07 18:03:44 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test required field validations when generating a link.

        This test verifies that:
        1. Required field validation messages appear when submitting empty form
        2. All expected validations are shown for natural person and company forms
        ","2176","Required Field Validations","tests","Sat Feb 07 18:02:09 UTC 2026","passed","Sat Feb 07 18:02:11 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search options are correctly displayed.

        This test verifies that:
        1. Default search option is Name
        2. All search options are available in the dropdown
        ","119","Search Options Visibility","tests","Sat Feb 07 18:00:47 UTC 2026","passed","Sat Feb 07 18:00:47 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","468","Empty fields validation","tests","Sat Feb 07 18:03:30 UTC 2026","passed","Sat Feb 07 18:03:31 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","1797","Search by Partial Email","tests","Sat Feb 07 18:02:39 UTC 2026","passed","Sat Feb 07 18:02:41 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that the generate link modal opens correctly.

        This test verifies that:
        1. User can click generate button
        2. Modal appears with correct title
        ","200","Generate Link Modal Load","tests","Sat Feb 07 18:02:07 UTC 2026","passed","Sat Feb 07 18:02:07 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1323","Invalid Credentials Notification","tests","Sat Feb 07 18:03:32 UTC 2026","passed","Sat Feb 07 18:03:33 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Full Name.
        ","1047","Search by Name","tests","Sat Feb 07 18:02:31 UTC 2026","passed","Sat Feb 07 18:02:32 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test required field validations when generating a link.

        This test verifies that:
        1. Required field validation messages appear when submitting empty form
        2. All expected validations are shown for natural person and company forms
        ","2989","Required Field Validations","tests","Sat Feb 07 18:03:09 UTC 2026","passed","Sat Feb 07 18:03:12 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
