"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that clicking 'Sign in' link opens the Sign In page.","205","Sign‑In navigation","tests","Sun Feb 08 13:15:22 UTC 2026","passed","Sun Feb 08 13:15:22 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Enter different values for *Password* and *Repeat Password* and verify the validation.

        The application typically shows a specific message; we assert that the
        *repeat‑password* validation element displays a non‑empty error.
        ","149","Password mismatch validation","tests","Sun Feb 08 13:15:21 UTC 2026","passed","Sun Feb 08 13:15:21 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","154","Required fields validation","tests","Sun Feb 08 13:17:04 UTC 2026","passed","Sun Feb 08 13:17:04 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2085","Invalid Email Format Validation","tests","Sun Feb 08 13:16:54 UTC 2026","passed","Sun Feb 08 13:16:56 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search options are correctly displayed.

        This test verifies that:
        1. Default search option is Name
        2. All search options are available in the dropdown
        ","119","Search Options Visibility","tests","Sun Feb 08 13:14:08 UTC 2026","passed","Sun Feb 08 13:14:08 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","1236","Search by Partial Email","tests","Sun Feb 08 13:14:27 UTC 2026","passed","Sun Feb 08 13:14:29 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that filter popover and its elements are correctly displayed.

        This test verifies that:
        1. Filter button opens the popover
        2. Filter fields are visible
        3. Profile type options are correct
        ","143","Filter Popover Visibility","tests","Sun Feb 08 13:14:10 UTC 2026","passed","Sun Feb 08 13:14:10 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1325","Invalid Credentials Notification","tests","Sun Feb 08 13:16:17 UTC 2026","passed","Sun Feb 08 13:16:19 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Full Name.
        ","971","Search by Name","tests","Sun Feb 08 13:14:19 UTC 2026","passed","Sun Feb 08 13:14:20 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1328","Invalid Credentials Notification","tests","Sun Feb 08 13:15:04 UTC 2026","passed","Sun Feb 08 13:15:05 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","153","Required fields validation","tests","Sun Feb 08 13:16:22 UTC 2026","passed","Sun Feb 08 13:16:22 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","1934","Invalid Deadline Date Validation","tests","Sun Feb 08 13:15:34 UTC 2026","passed","Sun Feb 08 13:15:36 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test the complete flow of generating a link and verifying it appears in the Links page.

        This test verifies that:
        1. User can generate a natural person or company link
        2. The generated link appears in the Links page table
        ","5032","Generate Link Functional Flow","tests","Sun Feb 08 13:15:37 UTC 2026","passed","Sun Feb 08 13:15:43 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Partial Name.
        Verifies that ALL result rows contain the partial text in the relevant column.
        ","957","Search by Partial Name","tests","Sun Feb 08 13:14:25 UTC 2026","passed","Sun Feb 08 13:14:26 UTC 2026","TestLinksPage","test_links_page","",""
"
        Verify filtering links by Deadline Date range.

        Preconditions:
        - Links page is open with links having different deadlines

        Steps:
        1. Click ""Filter""
        2. Enter a date range using the date pickers
        3. Click ""Apply""

        Expected Results:
        - Only links with Deadline Dates within the selected range are displayed
        - Links outside the range are hidden
        - Table updates correctly after filter applied
        ","5512","Filter by Deadline Date Range","tests","Sun Feb 08 13:14:47 UTC 2026","failed","Sun Feb 08 13:14:53 UTC 2026","TestLinksPage","test_links_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","151","Password rules validation","tests","Sun Feb 08 13:15:18 UTC 2026","passed","Sun Feb 08 13:15:18 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","151","Required fields validation","tests","Sun Feb 08 13:16:57 UTC 2026","passed","Sun Feb 08 13:16:58 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that the generate link modal opens correctly.

        This test verifies that:
        1. User can click generate button
        2. Modal appears with correct title
        ","214","Generate Link Modal Load","tests","Sun Feb 08 13:15:26 UTC 2026","passed","Sun Feb 08 13:15:26 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","490","Empty fields validation","tests","Sun Feb 08 13:16:16 UTC 2026","passed","Sun Feb 08 13:16:16 UTC 2026","TestSignInPage","test_sign_in_page","",""
"","129","test_password_hide_button_is_working[chromium]","tests","Sun Feb 08 13:15:11 UTC 2026","passed","Sun Feb 08 13:15:12 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Verify that the sign‑up page loads and all critical elements are visible.","1183","Sign‑Up page loads and all elements are visible","tests","Sun Feb 08 13:15:13 UTC 2026","passed","Sun Feb 08 13:15:14 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Verify that clicking 'Sign up' link opens the Sign Up page.","183","Sign-Up navigation","tests","Sun Feb 08 13:15:13 UTC 2026","passed","Sun Feb 08 13:15:13 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","138","Required fields validation","tests","Sun Feb 08 13:17:09 UTC 2026","passed","Sun Feb 08 13:17:09 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test required field validations when generating a link.

        This test verifies that:
        1. Required field validation messages appear when submitting empty form
        2. All expected validations are shown for natural person and company forms
        ","2077","Required Field Validations","tests","Sun Feb 08 13:15:27 UTC 2026","passed","Sun Feb 08 13:15:29 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","162","Password rules validation","tests","Sun Feb 08 13:16:23 UTC 2026","passed","Sun Feb 08 13:16:23 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","166","Password rules validation","tests","Sun Feb 08 13:16:53 UTC 2026","passed","Sun Feb 08 13:16:53 UTC 2026","TestSignUpPage","test_sign_up_page","",""
