"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1073","Invalid Credentials Notification","tests","Tue Feb 03 06:14:56 UTC 2026","passed","Tue Feb 03 06:14:57 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","155","Required fields validation","tests","Tue Feb 03 06:15:28 UTC 2026","passed","Tue Feb 03 06:15:28 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","1374","Invalid Email Format Validation","tests","Tue Feb 03 06:15:31 UTC 2026","passed","Tue Feb 03 06:15:32 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","139","Required fields validation","tests","Tue Feb 03 06:15:24 UTC 2026","passed","Tue Feb 03 06:15:24 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","502","Invalid Email Format Validation","tests","Tue Feb 03 06:15:35 UTC 2026","passed","Tue Feb 03 06:15:35 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","1062","Invalid Email Format Validation","tests","Tue Feb 03 06:15:42 UTC 2026","passed","Tue Feb 03 06:15:43 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","169","Password rules validation","tests","Tue Feb 03 06:15:01 UTC 2026","passed","Tue Feb 03 06:15:01 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","455","Invalid Deadline Date Validation","tests","Tue Feb 03 06:14:19 UTC 2026","passed","Tue Feb 03 06:14:20 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search options are correctly displayed.

        This test verifies that:
        1. Default search option is Name
        2. All search options are available in the dropdown
        ","161","Search Options Visibility","tests","Tue Feb 03 06:13:04 UTC 2026","passed","Tue Feb 03 06:13:04 UTC 2026","TestLinksPage","test_links_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","150","Required fields validation","tests","Tue Feb 03 06:15:00 UTC 2026","passed","Tue Feb 03 06:15:00 UTC 2026","TestSignUpPage","test_sign_up_page","",""
