"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test that the login page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. Essential elements (email, password, sign-in button) are visible
        ","14","Login Page Load","tests","Tue Dec 23 09:43:27 UTC 2025","passed","Tue Dec 23 09:43:27 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test that the workflows page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the workflows page
        2. Essential elements are visible
        ","1535","Workflows Page Load","tests","Tue Dec 23 09:43:41 UTC 2025","passed","Tue Dec 23 09:43:43 UTC 2025","TestWorkflowsPage","test_workflows_page","",""
"
        Test that filter popover and its elements are correctly displayed.

        This test verifies that:
        1. Filter button opens the popover
        2. Filter fields are visible
        3. Profile type options are correct
        ","1843","Filter Popover Visibility","tests","Tue Dec 23 09:43:24 UTC 2025","passed","Tue Dec 23 09:43:26 UTC 2025","TestLinksPage","test_links_page","",""
"
        Test that the links page loads and displays correct headers.

        This test verifies that:
        1. User can navigate to the links page
        2. Table headers are correct
        ","1686","Links Page Load","tests","Tue Dec 23 09:43:20 UTC 2025","passed","Tue Dec 23 09:43:22 UTC 2025","TestLinksPage","test_links_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","621","Empty fields validation","tests","Tue Dec 23 09:43:32 UTC 2025","passed","Tue Dec 23 09:43:32 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test closing the invalid credentials notification.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears and can be closed
        ","2428","Close Invalid Credentials Notification","tests","Tue Dec 23 09:43:36 UTC 2025","passed","Tue Dec 23 09:43:38 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","620","Empty fields validation","tests","Tue Dec 23 09:43:57 UTC 2025","passed","Tue Dec 23 09:43:58 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","607","Wrong format fields validation","tests","Tue Dec 23 09:43:55 UTC 2025","passed","Tue Dec 23 09:43:56 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1097","Invalid Credentials Notification","tests","Tue Dec 23 09:43:59 UTC 2025","passed","Tue Dec 23 09:44:00 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test that search options are correctly displayed.

        This test verifies that:
        1. Default search option is Name
        2. All search options are available in the dropdown
        ","1530","Search Options Visibility","tests","Tue Dec 23 09:43:22 UTC 2025","passed","Tue Dec 23 09:43:24 UTC 2025","TestLinksPage","test_links_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1222","Invalid Credentials Notification","tests","Tue Dec 23 09:43:33 UTC 2025","passed","Tue Dec 23 09:43:35 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test that the generate link modal opens correctly.

        This test verifies that:
        1. User can click generate button
        2. Modal appears with correct title
        ","1596","Generate Link Modal Load","tests","Tue Dec 23 09:43:43 UTC 2025","passed","Tue Dec 23 09:43:45 UTC 2025","TestWorkflowsPage","test_workflows_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1133","Invalid Credentials Notification","tests","Tue Dec 23 09:43:53 UTC 2025","passed","Tue Dec 23 09:43:54 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","602","Empty fields validation","tests","Tue Dec 23 09:43:51 UTC 2025","passed","Tue Dec 23 09:43:52 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","628","Wrong format fields validation","tests","Tue Dec 23 09:43:39 UTC 2025","passed","Tue Dec 23 09:43:40 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test successful login process.

        This test verifies that:
        1. User can navigate to the application
        2. User can perform login with valid credentials
        3. Login is successful and user is redirected to workflows page
        ","1800","Successful Login","tests","Tue Dec 23 09:43:29 UTC 2025","passed","Tue Dec 23 09:43:30 UTC 2025","TestSignInPage","test_signin_page","",""
"","119","test_password_hide_button_is_working[chromium]","tests","Tue Dec 23 09:43:41 UTC 2025","passed","Tue Dec 23 09:43:41 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test the flow of generating a link and verifying it appears in the Links page.

        This test verifies that:
        1. User can generate a natural person link
        2. The link appears in the Links page table
        ","5043","Generate Link Functional Flow","tests","Tue Dec 23 09:43:45 UTC 2025","passed","Tue Dec 23 09:43:50 UTC 2025","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","633","Wrong format fields validation","tests","Tue Dec 23 09:44:01 UTC 2025","passed","Tue Dec 23 09:44:02 UTC 2025","TestSignInPage","test_signin_page","",""
