"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test that the corporate form shows validation errors for required fields 
        when submitted empty.
        
        Steps:
        1. Open Corporate form
        2. Click ""Submit Application"" without filling data
        3. Iterate through all required fields and verify they are marked as invalid
        ","14840","Corporate Form Fields Validation","tests.forms","Sat Feb 21 15:47:31 UTC 2026","passed","Sat Feb 21 15:47:46 UTC 2026","TestCorporateFormPage","test_corporate_form_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","533","Wrong format fields validation","tests.public","Sat Feb 21 15:48:00 UTC 2026","passed","Sat Feb 21 15:48:01 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Verify that the sign‑up page loads and all critical elements are visible.","1163","Sign‑Up page loads and all elements are visible","tests.public","Sat Feb 21 15:48:04 UTC 2026","passed","Sat Feb 21 15:48:05 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Verify that clicking 'Sign up' link opens the Sign Up page.","428","Sign-Up navigation","tests.public","Sat Feb 21 15:48:03 UTC 2026","passed","Sat Feb 21 15:48:04 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2269","Invalid Email Format Validation","tests.admin","Sat Feb 21 15:49:23 UTC 2026","passed","Sat Feb 21 15:49:26 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","508","Wrong format fields validation","tests.public","Sat Feb 21 15:48:57 UTC 2026","passed","Sat Feb 21 15:48:58 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Verify filtering links by Profile Type using search.

        Steps:
        1. Open ""Filter"" and select a profile type
        2. Click ""Apply""
        3. Search for a name of a DIFFERENT profile type
        4. Verify no results found (record is filtered out)
        5. Search for a name of the CORRECT profile type
        6. Verify record is found (record is NOT filtered out)
        7. Click ""Filter"" -> ""Reset""
        8. Search for the DIFFERENT profile type's name again
        9. Verify record is now found (filter is cleared)
        ","3855","Filter by Profile Type","tests.admin","Sat Feb 21 15:48:26 UTC 2026","passed","Sat Feb 21 15:48:30 UTC 2026","TestLinksPage","test_links_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","176","Required fields validation","tests.public","Sat Feb 21 15:49:27 UTC 2026","passed","Sat Feb 21 15:49:27 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","1363","Search by Partial Email","tests.admin","Sat Feb 21 15:46:34 UTC 2026","passed","Sat Feb 21 15:46:35 UTC 2026","TestLinksPage","test_links_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","174","Required fields validation","tests.public","Sat Feb 21 15:48:59 UTC 2026","passed","Sat Feb 21 15:48:59 UTC 2026","TestSignUpPage","test_sign_up_page","",""
