"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test that search filters links correctly by Email.
        ","3058","Search by Email","tests","Wed Feb 04 18:54:10 UTC 2026","passed","Wed Feb 04 18:54:13 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test required field validations when generating a link.

        This test verifies that:
        1. Required field validation messages appear when submitting empty form
        2. All expected validations are shown for natural person and company forms
        ","2718","Required Field Validations","tests","Wed Feb 04 18:54:47 UTC 2026","passed","Wed Feb 04 18:54:50 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that 'Hide Expired Links' toggle correctly hides/shows expired links.
        Uses Playwright's clock to simulate time passing.
        ","4112","Hide Expired Links Toggle","tests","Wed Feb 04 18:53:19 UTC 2026","passed","Wed Feb 04 18:53:23 UTC 2026","TestLinksPage","test_links_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","187","Password rules validation","tests","Wed Feb 04 18:53:47 UTC 2026","passed","Wed Feb 04 18:53:47 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","1835","Invalid Email Format Validation","tests","Wed Feb 04 18:55:29 UTC 2026","passed","Wed Feb 04 18:55:30 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Enter different values for *Password* and *Repeat Password* and verify the validation.

        The application typically shows a specific message; we assert that the
        *repeat‑password* validation element displays a non‑empty error.
        ","178","Password mismatch validation","tests","Wed Feb 04 18:53:50 UTC 2026","passed","Wed Feb 04 18:53:50 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that the login page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. Essential elements (email, password, sign-in button) are visible
        ","14","Login Page Load","tests","Wed Feb 04 18:53:25 UTC 2026","passed","Wed Feb 04 18:53:25 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","2953","Search by Partial Email","tests","Wed Feb 04 18:53:04 UTC 2026","passed","Wed Feb 04 18:53:07 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test the complete flow of generating a link and verifying it appears in the Links page.

        This test verifies that:
        1. User can generate a natural person or company link
        2. The generated link appears in the Links page table
        ","5723","Generate Link Functional Flow","tests","Wed Feb 04 18:54:57 UTC 2026","passed","Wed Feb 04 18:55:02 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","636","Empty fields validation","tests","Wed Feb 04 18:53:29 UTC 2026","broken","Wed Feb 04 18:53:30 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","183","Required fields validation","tests","Wed Feb 04 18:54:44 UTC 2026","passed","Wed Feb 04 18:54:44 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","1811","Invalid Email Format Validation","tests","Wed Feb 04 18:55:22 UTC 2026","passed","Wed Feb 04 18:55:24 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1295","Invalid Credentials Notification","tests","Wed Feb 04 18:53:31 UTC 2026","passed","Wed Feb 04 18:53:32 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2779","Invalid Email Format Validation","tests","Wed Feb 04 18:54:50 UTC 2026","passed","Wed Feb 04 18:54:53 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","634","Empty fields validation","tests","Wed Feb 04 18:55:04 UTC 2026","broken","Wed Feb 04 18:55:04 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","164","Password rules validation","tests","Wed Feb 04 18:54:45 UTC 2026","passed","Wed Feb 04 18:54:45 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","634","Empty fields validation","tests","Wed Feb 04 18:54:37 UTC 2026","broken","Wed Feb 04 18:54:38 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Verify filtering links by Profile Type using search.

        Steps:
        1. Open ""Filter"" and select a profile type
        2. Click ""Apply""
        3. Search for a name of a DIFFERENT profile type
        4. Verify no results found (record is filtered out)
        5. Search for a name of the CORRECT profile type
        6. Verify record is found (record is NOT filtered out)
        7. Click ""Filter"" -> ""Reset""
        8. Search for the DIFFERENT profile type's name again
        9. Verify record is now found (filter is cleared)
        ","4459","Filter by Profile Type","tests","Wed Feb 04 18:53:07 UTC 2026","passed","Wed Feb 04 18:53:12 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that search filters links correctly by Email.
        ","3233","Search by Email","tests","Wed Feb 04 18:52:57 UTC 2026","passed","Wed Feb 04 18:53:01 UTC 2026","TestLinksPage","test_links_page","",""
"","119","test_password_hide_button_is_working[chromium]","tests","Wed Feb 04 18:53:40 UTC 2026","passed","Wed Feb 04 18:53:40 UTC 2026","TestSignInPage","test_sign_in_page","",""
