"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","181","Password rules validation","tests","Sat Feb 14 10:03:29 UTC 2026","passed","Sat Feb 14 10:03:29 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2277","Invalid Deadline Date Validation","tests","Sat Feb 14 10:03:47 UTC 2026","passed","Sat Feb 14 10:03:49 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test closing the invalid credentials notification.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears and can be closed
        ","2676","Close Invalid Credentials Notification","tests","Sat Feb 14 10:03:17 UTC 2026","passed","Sat Feb 14 10:03:20 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","1883","Search by Partial Email","tests","Sat Feb 14 10:04:06 UTC 2026","passed","Sat Feb 14 10:04:07 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that the workflows page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the workflows page
        2. Essential elements are visible
        ","933","Workflows Page Load","tests","Sat Feb 14 10:03:35 UTC 2026","passed","Sat Feb 14 10:03:36 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Verify filtering links by Deadline Date range.

        Preconditions:
        - Links page is open with links having different deadlines

        Steps:
        1. Click ""Filter""
        2. Enter a date range using the date pickers
        3. Click ""Apply""

        Expected Results:
        - Only links with Deadline Dates within the selected range are displayed
        - Links outside the range are hidden
        - Table updates correctly after filter applied
        ","5569","Filter by Deadline Date Range","tests","Sat Feb 14 10:02:58 UTC 2026","failed","Sat Feb 14 10:03:03 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that search options are correctly displayed.

        This test verifies that:
        1. Default search option is Name
        2. All search options are available in the dropdown
        ","96","Search Options Visibility","tests","Sat Feb 14 10:02:38 UTC 2026","passed","Sat Feb 14 10:02:38 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that the generate link modal opens correctly.

        This test verifies that:
        1. User can click generate button
        2. Modal appears with correct title
        ","228","Generate Link Modal Load","tests","Sat Feb 14 10:03:37 UTC 2026","passed","Sat Feb 14 10:03:37 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"","124","test_password_hide_button_is_working[chromium]","tests","Sat Feb 14 10:03:23 UTC 2026","passed","Sat Feb 14 10:03:23 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test the complete flow of generating a link and verifying it appears in the Links page.

        This test verifies that:
        1. User can generate a natural person or company link
        2. The generated link appears in the Links page table
        ","6284","Generate Link Functional Flow","tests","Sat Feb 14 10:04:39 UTC 2026","passed","Sat Feb 14 10:04:45 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Partial Name.
        Verifies that ALL result rows contain the partial text in the relevant column.
        ","938","Search by Partial Name","tests","Sat Feb 14 10:02:47 UTC 2026","passed","Sat Feb 14 10:02:48 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that search filters links correctly by Full Name.
        ","940","Search by Name","tests","Sat Feb 14 10:02:41 UTC 2026","passed","Sat Feb 14 10:02:42 UTC 2026","TestLinksPage","test_links_page","",""
"Verify that the sign‑up page loads and all critical elements are visible.","1164","Sign‑Up page loads and all elements are visible","tests","Sat Feb 14 10:03:24 UTC 2026","passed","Sat Feb 14 10:03:25 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","187","Password rules validation","tests","Sat Feb 14 10:04:53 UTC 2026","passed","Sat Feb 14 10:04:54 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","3259","Invalid Deadline Date Validation","tests","Sat Feb 14 10:04:34 UTC 2026","passed","Sat Feb 14 10:04:37 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","501","Wrong format fields validation","tests","Sat Feb 14 10:04:50 UTC 2026","passed","Sat Feb 14 10:04:51 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","475","Wrong format fields validation","tests","Sat Feb 14 10:03:21 UTC 2026","passed","Sat Feb 14 10:03:21 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Partial Name.
        Verifies that ALL result rows contain the partial text in the relevant column.
        ","967","Search by Partial Name","tests","Sat Feb 14 10:04:03 UTC 2026","passed","Sat Feb 14 10:04:04 UTC 2026","TestLinksPage","test_links_page","",""
"
        Verify filtering links by Profile Type using search.

        Steps:
        1. Open ""Filter"" and select a profile type
        2. Click ""Apply""
        3. Search for a name of a DIFFERENT profile type
        4. Verify no results found (record is filtered out)
        5. Search for a name of the CORRECT profile type
        6. Verify record is found (record is NOT filtered out)
        7. Click ""Filter"" -> ""Reset""
        8. Search for the DIFFERENT profile type's name again
        9. Verify record is now found (filter is cleared)
        ","3449","Filter by Profile Type","tests","Sat Feb 14 10:02:53 UTC 2026","passed","Sat Feb 14 10:02:56 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that the corporate form shows validation errors for required fields 
        when submitted empty.
        
        Steps:
        1. Open Corporate form
        2. Click ""Submit Application"" without filling data
        3. Iterate through all required fields and verify they are marked as invalid
        ","15088","Corporate Form Fields Validation","tests","Sat Feb 14 10:02:19 UTC 2026","passed","Sat Feb 14 10:02:34 UTC 2026","TestCorporateFormPage","test_corporate_form_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","176","Required fields validation","tests","Sat Feb 14 10:04:52 UTC 2026","passed","Sat Feb 14 10:04:52 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Ensure the hide/show button toggles the input ``type`` attribute.","146","Password visibility toggle works","tests","Sat Feb 14 10:03:31 UTC 2026","passed","Sat Feb 14 10:03:31 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Verify that clicking 'Sign in' link opens the Sign In page.","166","Sign‑In navigation","tests","Sat Feb 14 10:03:33 UTC 2026","passed","Sat Feb 14 10:03:34 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","514","Empty fields validation","tests","Sat Feb 14 10:04:46 UTC 2026","passed","Sat Feb 14 10:04:47 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that filter popover and its elements are correctly displayed.

        This test verifies that:
        1. Filter button opens the popover
        2. Filter fields are visible
        3. Profile type options are correct
        ","187","Filter Popover Visibility","tests","Sat Feb 14 10:02:40 UTC 2026","passed","Sat Feb 14 10:02:40 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","3076","Invalid Email Format Validation","tests","Sat Feb 14 10:05:13 UTC 2026","passed","Sat Feb 14 10:05:16 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Email.
        ","1792","Search by Email","tests","Sat Feb 14 10:04:00 UTC 2026","passed","Sat Feb 14 10:04:02 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2161","Invalid Email Format Validation","tests","Sat Feb 14 10:04:55 UTC 2026","passed","Sat Feb 14 10:04:57 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that the corporate form shows validation errors for required tabs 
        and invalid sections when submitted empty.
        
        Steps:
        1. Open Corporate form
        2. Click ""Submit Application"" without filling data
        3. Verify all Tabs are marked as invalid
        4. Verify all Sections on the current tab (General) are marked as invalid
        ","7634","Corporate Form Tabs and Sections Validation","tests","Sat Feb 14 10:02:12 UTC 2026","passed","Sat Feb 14 10:02:19 UTC 2026","TestCorporateFormPage","test_corporate_form_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","3090","Invalid Email Format Validation","tests","Sat Feb 14 10:04:29 UTC 2026","passed","Sat Feb 14 10:04:32 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Full Name.
        ","935","Search by Name","tests","Sat Feb 14 10:03:57 UTC 2026","passed","Sat Feb 14 10:03:58 UTC 2026","TestLinksPage","test_links_page","",""
"
        Verify filtering links by Profile Type using search.

        Steps:
        1. Open ""Filter"" and select a profile type
        2. Click ""Apply""
        3. Search for a name of a DIFFERENT profile type
        4. Verify no results found (record is filtered out)
        5. Search for a name of the CORRECT profile type
        6. Verify record is found (record is NOT filtered out)
        7. Click ""Filter"" -> ""Reset""
        8. Search for the DIFFERENT profile type's name again
        9. Verify record is now found (filter is cleared)
        ","3451","Filter by Profile Type","tests","Sat Feb 14 10:04:09 UTC 2026","passed","Sat Feb 14 10:04:12 UTC 2026","TestLinksPage","test_links_page","",""
"    def test_corporate_form_loads_correctly(self, browser, corporate_form_link):

        Test that the corporate form loads correctly when accessed via a workflow link.
        
        Preconditions:
        - Workflow link for Company is generated and active
        
        Steps:
        1. Get the workflow link from fixture
        2. Open the workflow link in a new browser tab
        
        Expected Results:
        • Business Account Setup form loads correctly
        • All sections are visible: General, Persons, Documents, FATCA and CRS
        • Welcome message is displayed at the top
        ","6994","Corporate Form Loads Correctly via Workflow Link","tests","Sat Feb 14 10:02:05 UTC 2026","passed","Sat Feb 14 10:02:12 UTC 2026","TestCorporateFormPage","test_corporate_form_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","191","Required fields validation","tests","Sat Feb 14 10:05:06 UTC 2026","passed","Sat Feb 14 10:05:06 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test successful login process.

        This test verifies that:
        1. User can navigate to the application
        2. User can perform login with valid credentials
        3. Login is successful and user is redirected to workflows page
        ","1875","Successful Login","tests","Sat Feb 14 10:03:10 UTC 2026","passed","Sat Feb 14 10:03:12 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","175","Required fields validation","tests","Sat Feb 14 10:05:11 UTC 2026","passed","Sat Feb 14 10:05:11 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2319","Invalid Email Format Validation","tests","Sat Feb 14 10:03:43 UTC 2026","passed","Sat Feb 14 10:03:45 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","500","Empty fields validation","tests","Sat Feb 14 10:04:14 UTC 2026","passed","Sat Feb 14 10:04:15 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test required field validations when generating a link.

        This test verifies that:
        1. Required field validation messages appear when submitting empty form
        2. All expected validations are shown for natural person and company forms
        ","2268","Required Field Validations","tests","Sat Feb 14 10:03:39 UTC 2026","passed","Sat Feb 14 10:03:41 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","1288","Search by Partial Email","tests","Sat Feb 14 10:02:50 UTC 2026","passed","Sat Feb 14 10:02:51 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that the login page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. Essential elements (email, password, sign-in button) are visible
        ","13","Login Page Load","tests","Sat Feb 14 10:03:09 UTC 2026","passed","Sat Feb 14 10:03:09 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2937","Invalid Email Format Validation","tests","Sat Feb 14 10:05:02 UTC 2026","passed","Sat Feb 14 10:05:04 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that the links page loads and displays correct headers.

        This test verifies that:
        1. User can navigate to the links page
        2. Table headers are correct
        ","952","Links Page Load","tests","Sat Feb 14 10:02:35 UTC 2026","passed","Sat Feb 14 10:02:36 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2128","Invalid Email Format Validation","tests","Sat Feb 14 10:05:17 UTC 2026","passed","Sat Feb 14 10:05:19 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
