"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","477","Invalid Email Format Validation","tests","Wed Feb 04 19:09:06 UTC 2026","passed","Wed Feb 04 19:09:06 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Enter different values for *Password* and *Repeat Password* and verify the validation.

        The application typically shows a specific message; we assert that the
        *repeat‑password* validation element displays a non‑empty error.
        ","149","Password mismatch validation","tests","Wed Feb 04 19:07:40 UTC 2026","passed","Wed Feb 04 19:07:40 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","143","Password rules validation","tests","Wed Feb 04 19:09:01 UTC 2026","passed","Wed Feb 04 19:09:01 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","379","Empty fields validation","tests","Wed Feb 04 19:08:26 UTC 2026","passed","Wed Feb 04 19:08:26 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Partial Name.
        Verifies that ALL result rows contain the partial text in the relevant column.
        ","945","Search by Partial Name","tests","Wed Feb 04 19:06:47 UTC 2026","passed","Wed Feb 04 19:06:48 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that the links page loads and displays correct headers.

        This test verifies that:
        1. User can navigate to the links page
        2. Table headers are correct
        ","877","Links Page Load","tests","Wed Feb 04 19:06:32 UTC 2026","passed","Wed Feb 04 19:06:33 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test the complete flow of generating a link and verifying it appears in the Links page.

        This test verifies that:
        1. User can generate a natural person or company link
        2. The generated link appears in the Links page table
        ","3498","Generate Link Functional Flow","tests","Wed Feb 04 19:07:52 UTC 2026","passed","Wed Feb 04 19:07:55 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that the workflows page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the workflows page
        2. Essential elements are visible
        ","793","Workflows Page Load","tests","Wed Feb 04 19:07:43 UTC 2026","passed","Wed Feb 04 19:07:44 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test required field validations when generating a link.

        This test verifies that:
        1. Required field validation messages appear when submitting empty form
        2. All expected validations are shown for natural person and company forms
        ","1412","Required Field Validations","tests","Wed Feb 04 19:08:36 UTC 2026","passed","Wed Feb 04 19:08:37 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","503","Invalid Email Format Validation","tests","Wed Feb 04 19:09:12 UTC 2026","passed","Wed Feb 04 19:09:12 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Verify filtering links by Deadline Date range.

        Preconditions:
        - Links page is open with links having different deadlines

        Steps:
        1. Click ""Filter""
        2. Enter a date range using the date pickers
        3. Click ""Apply""

        Expected Results:
        - Only links with Deadline Dates within the selected range are displayed
        - Links outside the range are hidden
        - Table updates correctly after filter applied
        ","5473","Filter by Deadline Date Range","tests","Wed Feb 04 19:07:10 UTC 2026","failed","Wed Feb 04 19:07:15 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","1221","Invalid Email Format Validation","tests","Wed Feb 04 19:08:38 UTC 2026","passed","Wed Feb 04 19:08:39 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Verify that clicking 'Sign up' link opens the Sign Up page.","411","Sign-Up navigation","tests","Wed Feb 04 19:07:32 UTC 2026","passed","Wed Feb 04 19:07:33 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","151","Required fields validation","tests","Wed Feb 04 19:09:05 UTC 2026","passed","Wed Feb 04 19:09:05 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","433","Invalid Email Format Validation","tests","Wed Feb 04 19:07:48 UTC 2026","passed","Wed Feb 04 19:07:49 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","1343","Invalid Email Format Validation","tests","Wed Feb 04 19:09:14 UTC 2026","passed","Wed Feb 04 19:09:15 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","1376","Invalid Deadline Date Validation","tests","Wed Feb 04 19:08:41 UTC 2026","passed","Wed Feb 04 19:08:42 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","561","Wrong format fields validation","tests","Wed Feb 04 19:08:53 UTC 2026","passed","Wed Feb 04 19:08:54 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test successful login process.

        This test verifies that:
        1. User can navigate to the application
        2. User can perform login with valid credentials
        3. Login is successful and user is redirected to workflows page
        ","1809","Successful Login","tests","Wed Feb 04 19:07:17 UTC 2026","passed","Wed Feb 04 19:07:19 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","1726","Search by Partial Email","tests","Wed Feb 04 19:08:05 UTC 2026","passed","Wed Feb 04 19:08:07 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1283","Invalid Credentials Notification","tests","Wed Feb 04 19:08:51 UTC 2026","passed","Wed Feb 04 19:08:52 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","146","Required fields validation","tests","Wed Feb 04 19:09:08 UTC 2026","passed","Wed Feb 04 19:09:08 UTC 2026","TestSignUpPage","test_sign_up_page","",""
