"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","507","Wrong format fields validation","tests.public","Sat Feb 21 17:46:00 UTC 2026","passed","Sat Feb 21 17:46:00 UTC 2026","TestSignInPage","test_sign_in_page","",""
"Ensure the hide/show button toggles the input ``type`` attribute.","199","Password visibility toggle works","tests.public","Sat Feb 21 17:46:04 UTC 2026","passed","Sat Feb 21 17:46:04 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that clicking a Profile Link navigates to the correct profile page.

        This test verifies that:
        1. User can click on a profile link in the table
        2. User navigates to the corresponding profile page
        3. Profile details (Customer Name, Email, Profile Type) match the selected link
        4. Verifications table shows correct Type, Status (Draft), and Creation Date
        ","1655","Profile Link opens correct Profile Details with matching data and Draft verification","tests.admin","Sat Feb 21 17:45:32 UTC 2026","passed","Sat Feb 21 17:45:33 UTC 2026","TestLinksPage","test_links_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","156","Required fields validation","tests.public","Sat Feb 21 17:46:23 UTC 2026","passed","Sat Feb 21 17:46:23 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Verify that clicking 'Sign in' link opens the Sign In page.","399","Sign‑In navigation","tests.public","Sat Feb 21 17:45:13 UTC 2026","passed","Sat Feb 21 17:45:14 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","1897","Search by Partial Email","tests.admin","Sat Feb 21 17:43:27 UTC 2026","passed","Sat Feb 21 17:43:29 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that search filters links correctly by Full Name.
        ","920","Search by Name","tests.admin","Sat Feb 21 17:45:15 UTC 2026","passed","Sat Feb 21 17:45:16 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2874","Invalid Email Format Validation","tests.admin","Sat Feb 21 17:45:39 UTC 2026","passed","Sat Feb 21 17:45:42 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","155","Password rules validation","tests.public","Sat Feb 21 17:46:17 UTC 2026","passed","Sat Feb 21 17:46:17 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that the links page loads and displays correct headers.

        This test verifies that:
        1. User can navigate to the links page
        2. Table headers are correct
        ","878","Links Page Load","tests.admin","Sat Feb 21 17:43:03 UTC 2026","passed","Sat Feb 21 17:43:04 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","3022","Invalid Email Format Validation","tests.admin","Sat Feb 21 17:46:40 UTC 2026","passed","Sat Feb 21 17:46:43 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search options are correctly displayed.

        This test verifies that:
        1. Default search option is Name
        2. All search options are available in the dropdown
        ","96","Search Options Visibility","tests.admin","Sat Feb 21 17:43:05 UTC 2026","passed","Sat Feb 21 17:43:05 UTC 2026","TestLinksPage","test_links_page","",""
"
        Verify filtering links by Deadline Date range.

        Preconditions:
        - Links page is open with links having different deadlines

        Steps:
        1. Click ""Filter""
        2. Enter a date range using the date pickers
        3. Click ""Apply""

        Expected Results:
        - Only links with Deadline Dates within the selected range are displayed
        - Links outside the range are hidden
        - Table updates correctly after filter applied
        ","5509","Filter by Deadline Date Range","tests.admin","Sat Feb 21 17:43:36 UTC 2026","failed","Sat Feb 21 17:43:42 UTC 2026","TestLinksPage","test_links_page","",""
"    def test_corporate_form_loads_correctly(self, browser, corporate_form_link):

        Test that the corporate form loads correctly when accessed via a workflow link.
        
        Preconditions:
        - Workflow link for Company is generated and active
        
        Steps:
        1. Get the workflow link from fixture
        2. Open the workflow link in a new browser tab
        
        Expected Results:
        • Business Account Setup form loads correctly
        • All sections are visible: General, Persons, Documents, FATCA and CRS
        • Welcome message is displayed at the top
        ","6710","Corporate Form Loads Correctly via Workflow Link","tests.forms","Sat Feb 21 17:44:18 UTC 2026","passed","Sat Feb 21 17:44:25 UTC 2026","TestCorporateFormPage","test_corporate_form_page","",""
"
        Test that the generate link modal opens correctly.

        This test verifies that:
        1. User can click generate button
        2. Modal appears with correct title
        ","204","Generate Link Modal Load","tests.admin","Sat Feb 21 17:43:55 UTC 2026","passed","Sat Feb 21 17:43:55 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test required field validations when generating a link.

        This test verifies that:
        1. Required field validation messages appear when submitting empty form
        2. All expected validations are shown for natural person and company forms
        ","2813","Required Field Validations","tests.admin","Sat Feb 21 17:45:35 UTC 2026","passed","Sat Feb 21 17:45:38 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"Check that the UI reports password‑strength violations.

        The exact validation messages are defined by the application; the test
        asserts that *some* message appears containing the expected hint.
        ","158","Password rules validation","tests.public","Sat Feb 21 17:46:03 UTC 2026","passed","Sat Feb 21 17:46:03 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","129","Required fields validation","tests.public","Sat Feb 21 17:46:35 UTC 2026","passed","Sat Feb 21 17:46:35 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","535","Wrong format fields validation","tests.public","Sat Feb 21 17:45:01 UTC 2026","passed","Sat Feb 21 17:45:01 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test required field validations when generating a link.

        This test verifies that:
        1. Required field validation messages appear when submitting empty form
        2. All expected validations are shown for natural person and company forms
        ","1966","Required Field Validations","tests.admin","Sat Feb 21 17:43:57 UTC 2026","passed","Sat Feb 21 17:43:59 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2878","Invalid Email Format Validation","tests.admin","Sat Feb 21 17:46:31 UTC 2026","passed","Sat Feb 21 17:46:34 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Full Name.
        ","927","Search by Name","tests.admin","Sat Feb 21 17:43:19 UTC 2026","passed","Sat Feb 21 17:43:20 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","525","Wrong format fields validation","tests.public","Sat Feb 21 17:46:14 UTC 2026","passed","Sat Feb 21 17:46:14 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","1300","Search by Partial Email","tests.admin","Sat Feb 21 17:45:23 UTC 2026","passed","Sat Feb 21 17:45:25 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2150","Invalid Email Format Validation","tests.admin","Sat Feb 21 17:46:26 UTC 2026","passed","Sat Feb 21 17:46:28 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Email.
        ","1384","Search by Email","tests.admin","Sat Feb 21 17:43:21 UTC 2026","passed","Sat Feb 21 17:43:23 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that the workflows page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the workflows page
        2. Essential elements are visible
        ","725","Workflows Page Load","tests.admin","Sat Feb 21 17:43:53 UTC 2026","passed","Sat Feb 21 17:43:54 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2018","Invalid Email Format Validation","tests.admin","Sat Feb 21 17:46:37 UTC 2026","passed","Sat Feb 21 17:46:39 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Verify that the user can copy a workflow link.
        ","894","Copy Workflow Link","tests.admin","Sat Feb 21 17:43:47 UTC 2026","passed","Sat Feb 21 17:43:48 UTC 2026","TestLinksPage","test_links_page","",""
