"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test the complete flow of generating a link and verifying it appears in the Links page.

        This test verifies that:
        1. User can generate a natural person or company link
        2. The generated link appears in the Links page table
        ","5757","Generate Link Functional Flow","tests","Sat Jan 31 10:49:37 UTC 2026","passed","Sat Jan 31 10:49:42 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Email.
        ","2379","Search by Email","tests","Sat Jan 31 10:47:59 UTC 2026","passed","Sat Jan 31 10:48:02 UTC 2026","TestLinksPage","test_links_page","",""
"
        Verify filtering links by Profile Type using search.

        Steps:
        1. Open ""Filter"" and select a profile type
        2. Click ""Apply""
        3. Search for a name of a DIFFERENT profile type
        4. Verify no results found (record is filtered out)
        5. Search for a name of the CORRECT profile type
        6. Verify record is found (record is NOT filtered out)
        7. Click ""Filter"" -> ""Reset""
        8. Search for the DIFFERENT profile type's name again
        9. Verify record is now found (filter is cleared)
        ","3995","Filter by Profile Type","tests","Sat Jan 31 10:48:07 UTC 2026","passed","Sat Jan 31 10:48:11 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2750","Invalid Deadline Date Validation","tests","Sat Jan 31 10:49:34 UTC 2026","passed","Sat Jan 31 10:49:36 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","1906","Invalid Email Format Validation","tests","Sat Jan 31 10:49:52 UTC 2026","passed","Sat Jan 31 10:49:53 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test required field validations when generating a link.

        This test verifies that:
        1. Required field validation messages appear when submitting empty form
        2. All expected validations are shown for natural person and company forms
        ","2852","Required Field Validations","tests","Sat Jan 31 10:49:28 UTC 2026","passed","Sat Jan 31 10:49:31 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that the generate link modal opens correctly.

        This test verifies that:
        1. User can click generate button
        2. Modal appears with correct title
        ","1588","Generate Link Modal Load","tests","Sat Jan 31 10:48:45 UTC 2026","passed","Sat Jan 31 10:48:47 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Partial Name.
        Verifies that ALL result rows contain the partial text in the relevant column.
        ","1965","Search by Partial Name","tests","Sat Jan 31 10:48:02 UTC 2026","passed","Sat Jan 31 10:48:04 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that the login page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. Essential elements (email, password, sign-in button) are visible
        ","9","Login Page Load","tests","Sat Jan 31 10:48:19 UTC 2026","passed","Sat Jan 31 10:48:19 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Full Name.
        ","1924","Search by Name","tests","Sat Jan 31 10:48:59 UTC 2026","passed","Sat Jan 31 10:49:01 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test required field validations when generating a link.

        This test verifies that:
        1. Required field validation messages appear when submitting empty form
        2. All expected validations are shown for natural person and company forms
        ","1925","Required Field Validations","tests","Sat Jan 31 10:48:47 UTC 2026","passed","Sat Jan 31 10:48:49 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
