"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test that the login page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. Essential elements (email, password, sign-in button) are visible
        ","10","Login Page Load","tests","Fri Dec 19 08:37:14 UTC 2025","passed","Fri Dec 19 08:37:14 UTC 2025","TestSignInPage","test_signin_page","",""
"","122","test_password_hide_button_is_working[chromium]","tests","Fri Dec 19 08:37:27 UTC 2025","passed","Fri Dec 19 08:37:27 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","611","Empty fields validation","tests","Fri Dec 19 08:37:18 UTC 2025","passed","Fri Dec 19 08:37:18 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test that search options are correctly displayed.

        This test verifies that:
        1. Default search option is Name
        2. All search options are available in the dropdown
        ","1640","Search Options Visibility","tests","Fri Dec 19 08:37:09 UTC 2025","passed","Fri Dec 19 08:37:11 UTC 2025","TestLinksPage","test_links_page","",""
"
        Test that the links page loads and displays correct headers.

        This test verifies that:
        1. User can navigate to the links page
        2. Table headers are correct
        ","1533","Links Page Load","tests","Fri Dec 19 08:37:07 UTC 2025","passed","Fri Dec 19 08:37:09 UTC 2025","TestLinksPage","test_links_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","597","Empty fields validation","tests","Fri Dec 19 08:37:37 UTC 2025","passed","Fri Dec 19 08:37:37 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test the flow of generating a link and verifying it appears in the Links page.

        This test verifies that:
        1. User can generate a natural person link
        2. The link appears in the Links page table
        ","4955","Generate Link Functional Flow","tests","Fri Dec 19 08:37:31 UTC 2025","passed","Fri Dec 19 08:37:36 UTC 2025","TestWorkflowsPage","test_workflows_page","",""
"
        Test that the generate link modal opens correctly.

        This test verifies that:
        1. User can click generate button
        2. Modal appears with correct title
        ","1548","Generate Link Modal Load","tests","Fri Dec 19 08:37:29 UTC 2025","passed","Fri Dec 19 08:37:30 UTC 2025","TestWorkflowsPage","test_workflows_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","999","Invalid Credentials Notification","tests","Fri Dec 19 08:37:44 UTC 2025","passed","Fri Dec 19 08:37:45 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","596","Wrong format fields validation","tests","Fri Dec 19 08:37:41 UTC 2025","passed","Fri Dec 19 08:37:41 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","608","Wrong format fields validation","tests","Fri Dec 19 08:37:25 UTC 2025","passed","Fri Dec 19 08:37:26 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","1101","Invalid Credentials Notification","tests","Fri Dec 19 08:37:19 UTC 2025","passed","Fri Dec 19 08:37:21 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","606","Empty fields validation","tests","Fri Dec 19 08:37:42 UTC 2025","passed","Fri Dec 19 08:37:43 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test successful login process.

        This test verifies that:
        1. User can navigate to the application
        2. User can perform login with valid credentials
        3. Login is successful and user is redirected to workflows page
        ","1603","Successful Login","tests","Fri Dec 19 08:37:15 UTC 2025","passed","Fri Dec 19 08:37:17 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test closing the invalid credentials notification.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears and can be closed
        ","2283","Close Invalid Credentials Notification","tests","Fri Dec 19 08:37:22 UTC 2025","passed","Fri Dec 19 08:37:24 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test that filter popover and its elements are correctly displayed.

        This test verifies that:
        1. Filter button opens the popover
        2. Filter fields are visible
        3. Profile type options are correct
        ","1784","Filter Popover Visibility","tests","Fri Dec 19 08:37:11 UTC 2025","passed","Fri Dec 19 08:37:13 UTC 2025","TestLinksPage","test_links_page","",""
"
        Test that the workflows page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the workflows page
        2. Essential elements are visible
        ","1462","Workflows Page Load","tests","Fri Dec 19 08:37:27 UTC 2025","passed","Fri Dec 19 08:37:29 UTC 2025","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","620","Wrong format fields validation","tests","Fri Dec 19 08:37:46 UTC 2025","passed","Fri Dec 19 08:37:47 UTC 2025","TestSignInPage","test_signin_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","985","Invalid Credentials Notification","tests","Fri Dec 19 08:37:39 UTC 2025","passed","Fri Dec 19 08:37:40 UTC 2025","TestSignInPage","test_signin_page","",""
