"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","510","Empty fields validation","tests.public","Mon Feb 23 13:22:49 UTC 2026","passed","Mon Feb 23 13:22:50 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Partial Name.
        Verifies that ALL result rows contain the partial text in the relevant column.
        ","1095","Search by Partial Name","tests.admin","Mon Feb 23 13:23:17 UTC 2026","passed","Mon Feb 23 13:23:18 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that search filters links correctly by Partial Name.
        Verifies that ALL result rows contain the partial text in the relevant column.
        ","1075","Search by Partial Name","tests.admin","Mon Feb 23 13:21:07 UTC 2026","passed","Mon Feb 23 13:21:08 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2798","Invalid Email Format Validation","tests.admin","Mon Feb 23 13:23:36 UTC 2026","passed","Mon Feb 23 13:23:39 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for empty email and/or password fields.

        Scenarios:
        - Empty email
        - Empty password
        - Both fields empty
        ","464","Empty fields validation","tests.public","Mon Feb 23 13:24:24 UTC 2026","passed","Mon Feb 23 13:24:24 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that filter popover and its elements are correctly displayed.

        This test verifies that:
        1. Filter button opens the popover
        2. Filter fields are visible
        3. Profile type options are correct
        ","293","Filter Popover Visibility","tests.admin","Mon Feb 23 13:20:57 UTC 2026","passed","Mon Feb 23 13:20:58 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that the Company Telephone Number field enforces 7–15 character length
        (including '+' and country code).

        Uses a function-scoped browser context via corporate_general_page fixture.
        Each parametrized case fills the phone field, submits, and checks validation.
        ","3021","Phone Number Length Validation – 12345678","tests.forms","Mon Feb 23 13:23:57 UTC 2026","passed","Mon Feb 23 13:24:00 UTC 2026","TestCorporateFormPage","test_corporate_form_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","2898","Invalid Email Format Validation","tests.admin","Mon Feb 23 13:24:33 UTC 2026","passed","Mon Feb 23 13:24:36 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Verify that the user can copy a workflow link.
        ","1031","Copy Workflow Link","tests.admin","Mon Feb 23 13:21:31 UTC 2026","passed","Mon Feb 23 13:21:32 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that search filters links correctly by Full Name.
        ","1020","Search by Name","tests.admin","Mon Feb 23 13:23:11 UTC 2026","passed","Mon Feb 23 13:23:12 UTC 2026","TestLinksPage","test_links_page","",""
