"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test the complete flow of generating a link and verifying it appears in the Links page.

        This test verifies that:
        1. User can generate a natural person or company link
        2. The generated link appears in the Links page table
        ","0","Generate Link Functional Flow","tests","Sat Feb 07 17:27:21 UTC 2026","broken","Sat Feb 07 17:27:21 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","0","Invalid Email Format Validation","tests","Sat Feb 07 17:27:20 UTC 2026","broken","Sat Feb 07 17:27:20 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test notification for invalid email and password.

        This test verifies that:
        1. User can navigate to the sign-in page
        2. User can attempt login with invalid credentials
        3. Error notification appears for invalid credentials
        ","0","Invalid Credentials Notification","tests","Sat Feb 07 17:27:17 UTC 2026","broken","Sat Feb 07 17:27:17 UTC 2026","TestSignInPage","test_sign_in_page","",""
"
        Test that search filters links correctly by Email.
        ","0","Search by Email","tests","Sat Feb 07 17:27:19 UTC 2026","broken","Sat Feb 07 17:27:19 UTC 2026","TestLinksPage","test_links_page","",""
"
        Test that the workflows page loads and is fully visible.

        This test verifies that:
        1. User can navigate to the workflows page
        2. Essential elements are visible
        ","0","Workflows Page Load","tests","Sat Feb 07 17:27:18 UTC 2026","broken","Sat Feb 07 17:27:18 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test validation for invalid email format when generating a link.

        Scenarios:
        - Missing @ symbol
        - Missing domain part
        - Missing local part
        - Invalid domain
        ","0","Invalid Deadline Date Validation","tests","Sat Feb 07 17:27:19 UTC 2026","broken","Sat Feb 07 17:27:19 UTC 2026","TestWorkflowsPage","test_workflows_page","",""
"
        Test that search filters links correctly by Email.
        ","0","Search by Email","tests","Sat Feb 07 17:27:16 UTC 2026","broken","Sat Feb 07 17:27:16 UTC 2026","TestLinksPage","test_links_page","",""
"Leave a single required field empty and verify the *This field is required* message.

        All other fields are filled with valid dummy data.
        ","0","Required fields validation","tests","Sat Feb 07 17:27:17 UTC 2026","broken","Sat Feb 07 17:27:17 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"Verify that the sign‑up page loads and all critical elements are visible.","0","Sign‑Up page loads and all elements are visible","tests","Sat Feb 07 17:27:17 UTC 2026","broken","Sat Feb 07 17:27:17 UTC 2026","TestSignUpPage","test_sign_up_page","",""
"
        Test that search filters links correctly by Partial Email.
        Verifies that ALL result rows contain the partial text in the Email column.
        ","0","Search by Partial Email","tests","Sat Feb 07 17:27:19 UTC 2026","broken","Sat Feb 07 17:27:19 UTC 2026","TestLinksPage","test_links_page","",""
